reviewId,userName,content,score
e4faa72d-f8bc-4e9a-b289-585c0f50f7b5,Aranvy,Ayaka rerun,5
b9246235-592d-47e0-993d-a8c92c234c81,Dhillal Knz,Lost nilou,5
c49807d3-759b-488d-9230-7c07a433dbb8,Agung Rhezky pratama,Aku suka game ini bagus Tapi tolong developer bisa dirilis lagi nggak si Aloy Aku mau Aloy,5
35323a77-62f5-470c-bea4-83575e581276,Ersa Sharmilla,Relaxing banget,5
9ea1f0cc-4882-47c4-8925-da458057e503,Dendy Arya Pratama,"Teruntuk Developer Genshin Impact, MiHoYo: game Genshin Impact ini bagus banget kalau ada ★10 saya akan kasih ★10 untuk Genshin Impact, tolong kedepan nya berikan kami Karakter, Cerita, dan Event yang lebih menarik dan memukau. Sekian Terimakasih.",5
102973c9-ccea-4ae1-ad33-047e2ffe078d,Accordina Dixon,Ayo dong hoyoverse kasih aku nahida,5
7cc81aac-5edc-47f0-8727-27c44ea7f106,Haris Joker,Gacha nahida ampas..!!!! :v Pai Pai Genshin 😂,1
1852cf09-cf71-4b99-b367-e97bc6565ab7,Untuk ku Seorang,Semoga aku dpt nahida :),5
095b3b5b-a850-45d2-97e2-b14809519219,Yuuta,kakkoii,5
45896ce1-ce6a-4f9b-abe7-6caceebc3a5a,Rafeyfa.,ak syg nilou,5
4bd0bbd5-3873-4f21-bd6a-85d62c5d6a19,MOMENTO,"Kenapa Genshin ver playstore ini bikin hp ku cepat panas dan ngeframe, pake ver tap-tap lebih yahud ga cepet panas dan jaramg ngeframe, aneh bgt hoyoverse",5
3e340b2b-d82d-4dc8-bfb2-7c017c1ec645,Guinever,"Bagus bngt plss,grafiknya mau pake grafik rendah pun ttp baguss. Aaaa lop banget buat Developer nyaa💗💗, Quest nya seru² dan gk ngebosenin,and Teka-teki nya asikk bisa buat berpikir kritiss.. Thanks Mihoyo udh buat game iniii lop bngt buat Mihoyoo💗💗💗",5
311be606-c28c-4baa-aa6b-aa6555495422,Imam Ansori,Tolong jangan terlalu sering update,1
231943f2-98ec-4c69-a932-d7d2c7aad890,Queen Ella,Game ini bagus tapi datang banyak nyeselll,3
5886124b-d4a6-492d-a3e6-bcead83ae3ab,Lizy Zayn,G bisa di update.,1
7396376e-a892-4f8a-b495-81a3b89e81ba,Yusuf Maulana,Give me Raiden 🥺,5
f860bfa5-814d-4587-b96b-140c43db5bc9,Zahra.y y,Awal main 2021 semoga bisa sampe namatin ni game:),5
6583ef2f-92cc-4372-937c-df987f5449f7,Ekoww juuu,Nice game,5
f686eca3-bb41-452a-a4cc-9701367e3bc8,BADUT FF,"Bagus, Minesnya HP cpt panas",4
6615c91f-c415-4d79-83e6-a7621af0443d,j,mending gausah bikin game,5
994224a1-d876-4113-a9a4-49e751eedfd8,Nicholas Audrey Dinho,BISMILLAH NAHIDA YATUHAN,5
31cf927d-eb13-4734-b956-384b377ae3be,galih alam,Nice game,5
2c5e5d7b-d4ff-488f-a276-8cabff656dfb,PSykocak,Kapasitas Resin terlalu sedikit,5
3aea2388-f678-4593-9a23-7029ea87d960,Ninja X,Ayo rerun hutao di 3.3,5
3e913d68-cb09-4533-95d2-fd88a91f2352,Kabel Kusut,Udah kayak nonton anime aja main game ini mantap👍👍👍,4
77741dfa-cd72-49bf-bd83-ff52c5a2f0f4,Fachri Ryzen,"From 2020 I don't get tired of playing genshin impact, this game is very exciting and has many interesting events, good job Mihoyo👍🏻",5
ac0d9bb3-0149-4b1d-9da4-87d22667fc0b,Lol Gaming16,Eakkk,4
a0a33352-9e8e-4f93-bfdc-32d759362762,Fido Dido,game yang sangat bagus untuk sekelas hp ini bagus banget 🔥🔥🔥,5
41069d26-f912-412e-82f4-f0ec3edac88c,Qiqiu OP,"Artefak Kebenyakan Susah untuk menyesuaikanya dengan Milik kita karena gak Sesuai, jadi disini saya Berharap ada fitur Barter Artefak atau Senjata B4 yang Mungkin Orang Gak Menginginkanya Bisa Ditukarkan di Fitur Barter Ini, Jadi Pihak setuju pasti akan Mengambilnya kalo Butuh, Mohon di baca Saran Saya",1
9340d9f5-0f3b-45f0-a781-b9ab954b41a3,Azzam Ammar,Kenapa ya pada update yang terbaru sekarang ini tidak bisa di instal di handphone saya?padahal udah saya bersihkan penyimpanan dan untuk mengupdate ini padahal tidak banyak memakan penyimpanan. Tolong di perbaiki pihak hoyoverse Terima kasih,4
43fbae72-225e-4604-ab16-b01cdc6dec19,Satria Agung Wijaya,Wow,5
6f3039e8-1a28-4cb7-a0d2-f7830493571c,mjk14,I want skramus,1
001bb50a-9c02-4347-891e-95c965719260,Alvino Alvino,Semangat,5
77d432ba-da37-4c34-b581-0c394fb0b8bc,Azzam Ihwansyah,TOLONG BERIKAN SAYA YOIMIYA!!,5
ca57ec0e-b20f-4fb1-987f-bcf644174158,khalifah & Khayla,"I really really liked this game<3, but my Memories phone can't liked this:(",4
44b03f2b-63db-4e92-82ac-913a14bcd65b,Auliya Restika,Kadang suka ngelag padahal ping stabil,4
634e3d10-d23e-427c-b8ba-be373adfe7ee,Heni Hernawati,٩(๑˃́ꇴ˂̀๑)۶ᴳᴳ (°o°:)ᴼʰᴺᵒ,5
77427a07-b11a-429f-b4be-c7ebed147a4c,Oliver Dillon,gw ga dapet kokomi,1
f593c8fd-3d35-4aa5-9a37-381167a81fcb,Umaira Sidiq,Jinja,5
ddea5551-d66c-4d37-838f-c2f71643620f,pindang 09,Karep karwpmh,5
65f7d552-2d17-45af-97ac-98013b8ed961,Sandy Dwifauzian,Ngebosenin gamenya,3
d45ad4f3-4580-41b5-860f-22604af38a95,Clarissa Marvicia,Bagusss tapi.. Update 3.2 nya memori sayaaa udh mo abiss,5
77f471bd-9731-4e51-84bd-5995bc971a8b,Abednego,my first version update: wow this game is killing data users every time it get major update. reminds me when i'm still playing Honkai Impact 3rd.,5
dcf6762b-f1fc-45b9-8d06-65edb01315ee,Faathir,Top1,5
0e162f1b-4542-44e1-b00d-b0949a9d9efa,Zee,"Semenjak update map Sumeru hp sya jadi ngelag banget,sebelum update map sumeru saya main nya lancar"" aja, walaupun ada frame drop nya sih tapi itu jarang. Sekarang pas Map Sumeru di buka Frame drop nya parah banget, proses rendering nya juga lama banget padahal udah sya setting ke yang paling Low, tapi tetep aja ngalag parah. Padahal sya mau cari material sama ngalahin boss buat build Nilou tapi gak bisa gara"" ngelag parah. Tolonglah di perbaiki atau di optimalin lagi buat update kedepan nya.",1
7eda39ce-3fa5-46c5-ba06-bb1fdcef3797,Yoga Nur Rahman 2008,"Game bagus, rill kah aselole ahahhahahah",5
81f685e3-9530-4b18-8e81-dcbbd07ce602,Syahrul Ismail,Utk ram 8gb sdm 860 biasa aja,4
3cf4f066-7746-4bbf-8dc5-938ca59bacaa,Luthfi Affifah,gem forno,5
f160c74a-6351-4342-8570-9188dcfedf17,NII sama,Udah tau game berat maksa buat main di hp kentang. Abis itu ngerate gamenya jelek. Tolong buat yang mau main game ini pikirkan dulu liat spek hp sendiri jangan nyalahin gamenya sekali lagi. Terima kasih.,5
5de504ff-1c08-4a89-ae58-4eb87946f94b,Diah Nur Indah Sari,Untuk sejauh ini game ini paling bagus sih dari yang lain.,5
3047e12a-0a92-4d46-b732-18b60e8129c0,Ardi Wiyantono,Geme bagus,5
853dec72-500a-47de-8b6c-a3705f0298d0,Cha?,"Saat masuk ke dalam game tidak ada tanda play. Saya tidak bisa memasuki game ,,padahal terakhir kali saya memainkannya masih baik-baik saja. Untuk pihak hoyoverse tolong beri saran:'(",1
b8d4e74c-22e6-4436-90c9-e4971a6bfa3f,lilix setyawan,Minta tolong untuk dapetin karakter di permudahkan,5
280ad9e9-4844-4f70-9b94-2aa970083781,Ikhsan Ilyasa,I love this is game,5
7711abad-5edc-4a2f-96f4-fadef123feb2,Dre F,"Game yang sangat recomended buat pecinta open world,..",4
55db09e9-9660-4132-8b15-2981ae079cdd,Sukma Abdee,Sudah update kok mlah tidak terinstal gimana nih maksudnya kacau nih updatenya,3
91cc49d3-8ba7-48f0-bb2f-7f52cf9544d2,MD Ar-Rasyid,Enakeun,5
01916914-3cd7-45d2-b736-3734374181c5,Daffa Faturrahman,nice ai lop this gim,5
4d5c103d-4c1c-4a19-aa70-eb9cf7db63e9,Tahu Bakso,Good,5
c7ce7fbd-4294-4385-b271-9232f07c8a50,Molinaruuu,"Grafik ok , but story to long . i hope this game release skip dialog for story non chapter",4
c962457c-60aa-4d1f-825c-5753dcbdd0fc,Ana Apriyani,hyvrs tolong kasih wanderer pulang dipity rendah,5
409cdc51-8800-4376-9431-e40aca0ad9fc,DHOK OFFICIAL YT,Gg,5
cf9cb728-65a8-457b-b46c-14a779c12081,Kober Azizah,Game cukup menarik alur cerita ya gak membosankan,5
54ba2e0e-62bb-400c-a4b5-f2e97070281f,Aziz AlGhifari,"Menurut gw genshin ini udh bagus bngt dri segi grafik & story & world development, dll. Yang gw pengen ada di genshin itu fitur invite orang ke world kita, sama fitur barter resource, senjata, artefak, dan pas mau barter itu perlu di accept dulu biar nggak ada orang yang dirugikan",5
abe0ea3f-0cc3-4d71-a94b-ecb8aef9ce9f,ADierZ,"Gamenya lumayan bagus dari desain karakter, storyline, seiyu, mapping, dan elementalnya. Mungkin yang ngasih bintang 1 bukan masalah gameplay dan storylinenya, gua yakin pada ngeluh Gamenya Berat, Penyimpanan ga cukup, reward Anniversary ampas dll. Bruh, lu baru main berapa bulan?? Lu kan udah tau grafik game ini kek gimana, masih aja ngeluh ngelag lah, penyimpanan penuh lah. HP lu yang kentang blok, Kalau ga sesuai spesifikasi gamenya ya ga usah main b**d, Jan nyalahin gamenya. Kesel kali gua",5
e537dca0-ba1a-4038-a0fe-5b12c8de4356,Odin,Game berat hp kentang jangan main,5
cdfc6315-a38b-4459-851a-a3690bb5af4a,Aryan Ardi,"Game nya bagus, tapi kalo ngapdet 2 sampe 5 GB aduh😣,",5
298ca41f-7251-48d6-9ebc-aeed06881d70,dino rawr,game asu,1
cd379c37-db71-4eea-8d36-575dac0cd6f7,Monica Fushiguro_,"Gameplay nya memuaskan dan sngt ramah, kalian harus main game ini karena ram nya kecil ygy dari quest story nya sampai ke dalam"" nya pun bgs gaes (tolong ya hoyoverse ksh aku arte yg bagus agar di cintai oleh semua org) 🥰",5
b728fdce-f3db-4c9d-a26a-e4cb2aac45fa,Delta auliya Prayogo,Mantab,5
14fd1c9e-61ca-4729-a858-4ad7aad92d85,ZUL ILMAN,👍👍👍👍,5
59abc58c-d28c-428f-9286-3be3744cd4c0,Rio Yuono putro,Good,5
60c0428a-0147-481c-9dab-79654ff83bcd,LyZ Gaming,"Semakin mantep Update Sumeru. Semua dari update ini saya Suka Semua dari segi Design Charnya, Viewnya, Dan juga Story nya Epic PARAAHHH",5
a9e2b025-1950-4e3c-b94d-b4d1ad95fe6a,Alka Kobi,Ｇａｍｅ ｎｙａ ｂａｇｕｓ ｂａｎｇｅｔ ｄｏｗｎｌｏａｄ ｓｅｋａｒａｎｇ ｊｕｇａ,5
9ad2af4a-2d18-422b-ac64-d087a5783306,TRON CREPPER,Kata Dimas gg,5
9764b8c4-58e3-49da-ba3a-ed144b9b1ecf,Ari Priyo utomo,THIS GAME IS SO PETTY,5
d83f0f99-b9ef-48e8-804e-231bd614b059,Karina Yuuki,"Game ampas sudah kalah rate off di pity 80 dan sekarang sudah pity 60+ gak dapet""!, Mana sudah AR 60 udah capek-capek nguli primo, Eh Hasilnya AMPAS!!!",1
4634761a-c4e0-4d79-aa60-c325c184e8db,Achmad Nawawi Rofi'i,"Game ny sih bagus, tapi kenapa abis setiap update selalu download ulang di game nya, ini gw udh 2 kali, trs yg tadi, gw update 200mb lbh, pas login di suruh update 3197,57 mb, jadi males main ini game",1
10363a33-8212-4022-821a-1b1606c0a7ef,Rival Taufik,Permainan nya bagus semoga ada hero listrik dulu aku kepengen hero Referensi sogun,5
50a00d80-b7da-4828-972e-5f876fd02b05,WES PX,bismillah dedek nahida pulanglah,5
833cf33c-e049-4e52-8b3b-cea2d92eb517,Minamoto Volariee,Thank you.,5
da77982f-6399-4b1d-a0a5-beb4b06138e1,langsung aja,"Bagus sih... cuma dapetin karakter bannernya susah.. gw gk pernah menang rate off, itupun hard pity. Masa gw langsung pensi lagi. Gw baru maen 2 bulan habis pensi 2 tahun. Tlng dibenerin sistem gacha akun gw.",2
36ebcae5-b3bb-41bb-ab78-84a8dc0dcf42,Yansen Tarigan,👍👍👍👍👍👍👍👍👍,5
68ab332c-dad7-49b5-a0e1-58aac82f6dbd,ANDI' ROLES,"Game sial,bisa gak hapus karakter qiqi, soalnya di banner event aku dapet qiqi mulu,dasar game sialan",1
0e23166d-ba7b-4bc3-ad72-d4501cbe1da8,Z z,Thx for listening to the community,5
67720b39-b18b-4d0b-bd93-9db4ed4e0536,Tokito Muichiro,bagjs,5
71b0deb5-07a8-4694-9002-f0fe48e069c2,ahlul fiqar,Pengalaman berpetualang seru,5
3fe75e71-283d-458d-b6f7-cb8e32c5eaa4,Big D,"File terlalu besar, tolong diperkecil lg.. Thanks",4
460c2828-5d92-4c2c-87c6-42a06692c3fb,Nabila Jumansyah,I love you so much genshin😍😍😍😍😍😍💘💘💘💘💘🙏💘🙏🙏🙏,5
f98a5adc-5a68-470d-8494-f124b81d3f7f,Levi Levi,Game gacha dajjal g pernah ngasih menang 50/50,1
1e6f96b0-4b21-46d5-b07a-7d026c2f8ac6,Fajar Aprido Yowan Altiansyah,"cerita nya dapat banget lore"" dari karakter nya bagus mantap",5
9160be2c-8a99-4076-8a73-e7061c6cf9e1,FRIDGE Gme,Ok lah,4
3527084c-9692-4a12-81f2-12031518ff44,Apa Apa,Semua SDH bagus cuman di jaringannya merah walau kecepatan jaringan 2mbps,5
d9f246ec-9baa-410c-a479-8d6f16e12c18,Irsan Abusiar,Ini adalah game terbaik sepanjang sejarah👌👌👌👌,5
68ee8dee-3844-468f-bd5f-ed26a477a69e,Yamada Katzumi,Pengen nahida juga🥲,1
56b12d17-19c2-4ad8-973b-3b91282494f0,venom.biru73 Aizen,Wow terimakasih mihoyo atas reward dan karakter B5 + weapon B5 nya sebagai tanda terima kasih ini satu bintang lagi untukmu :),5
a0a34fa3-2de5-4a15-bb68-9acd7899f718,Riky Priya,"Game bagus , gak ada obat pokoknya... 😁",5
7e2a4e2a-8ee3-4fe8-a6b2-bda93f72d1de,Wisnu Ridho,Ngentod kalah rate off,1
d765c6ee-7047-49ee-8748-b5c8c40ff73c,Gumii,AISBSUDHUDB NAHIDA HURFF HAHHHH NAHIDAAAA SCARAMOUCHE WML,5
46f7778f-1cab-459b-9a50-6e04bbfe9d8a,Muz Fazi,Char baru kaya beli char,1
9a753737-751b-4537-8447-8d565a79ae58,Mirza Suryana,QIQI KONTOOOOL,1
c054746d-86a6-44e8-9e46-20f543e0a4c7,Kono Nime,Kalau mau update jangan disini juga yaa Habis gua download lagi semua data terhapus' padahal gua tekan update malah terhapus semuanya parah sih makin update malah ga jelas ni mihoyo!!!!,1
5a4616c3-6904-4e52-9749-601393af28da,Purnomo Purnomo,Pengen gacha karakter baru,5
201b5bf8-d343-4134-8c44-1251b6f63103,Steven Age Official,"Bug update, gk bsa install slalu error",3
792ab585-29ae-431a-b21f-9ef52fa29589,brooo O,Gem keren ada desahnya,5
d29401a6-e9be-415a-b824-c25747fe1ea9,Naufal Afdhal,Hoyoverse tolong rerun hutao,5
73345999-1de2-4614-8237-1f34d52c4020,Mikayla,Beautiful view,5
4e1b0fa3-69b2-4534-91f1-25fd36e6f395,Luke,Gamenya seru,5
b2e1ef8b-c31e-4fdd-8e23-cb91f1fb7197,Fahmi Dzulfikri,Gg,5
a8feb2e5-12e3-4e28-8c7b-7689ad1bb7b8,locus gaming,Dulu sempet hapus dan sy menyesal;) ternyata update nya makin makin mantap ❤️❤️🥺,5
56b2fce6-8ce5-4bc1-ae04-76673cb70ab6,Davit adi Saputra,Baru maen haha... tapi bneran gak ngebosenin,5
e1c68791-e1c7-4f52-94b5-386906ed3042,Syarif nur Hidayah taqwa,Sangat seru,5
55400b78-d405-462b-8244-52f0790e6340,ZB ExLone5G,Terlalu minim untuk setting grafis,3
b185a97d-0fe1-4f3c-bf5c-123b8cfe8f75,Tedy03 Candra,Baagus banget tapi sanyang hp ku kentang,5
443b762f-d462-477a-b70d-0d87f8bb439e,arya Hudan,"Alur gamenya seru banyak misteri misterinya untuk skill, karakternya sangat menarik dan bikin betah di dalam game",5
93e2cfc6-005f-444e-9b2c-165e8256ef56,Yudha Opp,Stingy reward,4
7f69787d-64c0-4975-bf14-e527f0452a50,Muh Anang,Sangat bagus dan indah,5
37ec1f2e-7fbc-4367-9386-3f985bf299ae,JOst4r 3rd,"Good, tapi tolong jgan bikin event yg bnyak menghabiskan waktu seperti di golden archipelago yg kemarin",5
